raw_text,Terms,Polarity,aspectTerms,aspectCategories,sentenceId
"The design is pretty standard, nothing too fancy but gets the job done",['design'],['neutral'],"[{'term': 'design', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1847
"The chocolate bread pudding was a heavenly treat, rich and decadent!",['chocolate bread pudding'],['positive'],"[{'term': 'chocolate bread pudding', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1848
"The establishment's musical ambiance was exceptionally enchanting, seamlessly blending various genres to create an atmosphere that perfectly complemented the dining experience and elevated the overall sensory enjoyment for patrons",['music'],['positive'],"[{'term': 'music', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1849
"The exemplary pesto pizza, characterized by its robust basil flavor and generous toppings, not only elevates the culinary experience at this establishment but also serves as a testament to the restaurant’s commitment to using high-quality ingredients",['pesto pizza'],['positive'],"[{'term': 'pesto pizza', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1850
The restaurant has a vibrant and inviting vibe that instantly puts guests at ease,['vibe'],['positive'],"[{'term': 'vibe', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1851
"The drumsticks over rice at Haru on Park S were disappointingly dry and lacked flavor, making the entire dining experience a letdown","['drumsticks over rice', 'Haru on Park S']","['negative', 'negative']","[{'term': 'drumsticks over rice', 'polarity': 'negative'}, {'term': 'Haru on Park S', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1852
"The portions were disappointingly small, leaving little room for enjoying the selection of wines that was surprisingly limited and unimpressive","['portions', 'selection of wines']","['negative', 'negative']","[{'term': 'portions', 'polarity': 'negative'}, {'term': 'selection of wines', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1853
"The French food was amazing, but the dining room felt cramped and the 1st Ave spot is hard to find","['French food', 'dining room', '1st Ave spot']","['positive', 'negative', 'negative']","[{'term': 'French food', 'polarity': 'positive'}, {'term': 'dining room', 'polarity': 'negative'}, {'term': '1st Ave spot', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1854
The thai food was absolutely delicious!,['thai food'],['positive'],"[{'term': 'thai food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1855
"The shrimp appetizers were overcooked and rubbery, while the fried dumplings tasted bland and lacked flavor","['shrimp appetizers', 'fried dumplings']","['negative', 'negative']","[{'term': 'shrimp appetizers', 'polarity': 'negative'}, {'term': 'fried dumplings', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1856
"The green curry with vegetables, despite its promising ingredients and potential for flavor complexity, unfortunately fell short of expectations due to an overwhelming bitterness that overshadowed the dish's intended aromatic profile and rendered it a disappointing culinary experience",['green curry with vegetables'],['negative'],"[{'term': 'green curry with vegetables', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1857
"The dim sum was a delightful surprise, each bite better than the last!",['dim sum'],['positive'],"[{'term': 'dim sum', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1858
"The atmosphere at this Japanese restaurant is cozy and inviting, making the dining experience truly delightful",['atmosphere'],['positive'],"[{'term': 'atmosphere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1859
"The strategic location of the restaurant, nestled within a vibrant urban setting yet maintaining an air of tranquility and exclusivity, offers patrons not only unparalleled convenience but also a unique dining experience that seamlessly blends culinary excellence with aesthetic appeal",['location'],['positive'],"[{'term': 'location', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1860
The counter service here is super friendly and quick!,['counter service'],['positive'],"[{'term': 'counter service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1861
"The late night atmosphere at the establishment unfortunately failed to meet expectations, as it was marred by an overwhelming sense of neglect and disarray, which significantly detracted from what could have been a more enjoyable dining experience",['late night atmosphere'],['negative'],"[{'term': 'late night atmosphere', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1862
"The rose special roll was a delightful treat, bursting with flavor and creativity!",['rose special roll'],['positive'],"[{'term': 'rose special roll', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1863
The Vanilla Shanty had a disappointing Yellowtail that was overpriced and lacked flavor,"['Vanilla Shanty', 'Yellowtail']","['negative', 'negative']","[{'term': 'Vanilla Shanty', 'polarity': 'negative'}, {'term': 'Yellowtail', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1864
"The establishment's interior decor left much to be desired, as it appeared outdated and lacked the sophistication expected of a fine dining restaurant, while the selection of sauces was disappointingly limited and failed to complement the dishes adequately; however, these shortcomings were somewhat mitigated by the commendable service provided","['interior decor', 'sauces']","['negative', 'negative']","[{'term': 'interior decor', 'polarity': 'negative'}, {'term': 'sauces', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1865
"The establishment's musical ambiance was exceptionally enchanting, seamlessly blending various genres to create an atmosphere that perfectly complemented the dining experience and elevated the overall sensory enjoyment for patrons",['music'],['positive'],"[{'term': 'music', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1866
"The waitstaffs were okay, and the blond wood decor was nice but unremarkable","['waitstaffs', 'blond wood decor']","['neutral', 'neutral']","[{'term': 'waitstaffs', 'polarity': 'neutral'}, {'term': 'blond wood decor', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1867
"The roti rolls were absolutely delicious, soft and perfectly rolled!",['roti rolls'],['positive'],"[{'term': 'roti rolls', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1868
"The raddichio was just okay, nothing special",['raddichio'],['neutral'],"[{'term': 'raddichio', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1869
"The chicken vindaloo, while neither exceptionally remarkable nor disappointingly mediocre, served as a straightforward culinary offering that adhered to traditional recipes without introducing any notable innovations or deviations",['chicken vindaloo'],['neutral'],"[{'term': 'chicken vindaloo', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1870
"The roti, despite being a staple of the menu, was disappointingly dry and lacked the customary softness that one would expect from such an integral part of Southeast Asian cuisine; moreover, the sour spicy soup, although initially promising due to its vibrant color and enticing aroma, failed to deliver on taste, leaving an overwhelming aftertaste that overshadowed any initial positive impressions","['roti', 'sour spicy soup']","['negative', 'negative']","[{'term': 'roti', 'polarity': 'negative'}, {'term': 'sour spicy soup', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1871
"Sentence= The outdoor restaurants, boasting an unparalleled blend of natural ambiance and culinary excellence, offer patrons a serene dining experience that seamlessly integrates the beauty of the outdoors with exquisite cuisine, thereby elevating the overall gastronomic journey to new heights",['outdoor restaurants'],['positive'],"[{'term': 'outdoor restaurants', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1872
The lobster sandwich was absolutely delicious!,['lobster sandwich'],['positive'],"[{'term': 'lobster sandwich', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1873
"The foods and meals here are amazing, can't get enough!","['foods', 'meals']","['positive', 'positive']","[{'term': 'foods', 'polarity': 'positive'}, {'term': 'meals', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1874
"The bagel was dry and the burgers were overcooked, but the sangria hit the spot!","['bagel', 'burgers', 'sangria']","['negative', 'negative', 'positive']","[{'term': 'bagel', 'polarity': 'negative'}, {'term': 'burgers', 'polarity': 'negative'}, {'term': 'sangria', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1875
"The decor at Usha is pretty standard, but it doesn't take away from the overall experience",['decor'],['neutral'],"[{'term': 'decor', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1876
"The ambience felt off-putting, the crab salad was too bland to enjoy, but the Bombay beer hit the spot despite the overpowering spice that ruined everything else","['ambience', 'crab salad', 'Bombay beer', 'spice']","['negative', 'negative', 'positive', 'negative']","[{'term': 'ambience', 'polarity': 'negative'}, {'term': 'crab salad', 'polarity': 'negative'}, {'term': 'Bombay beer', 'polarity': 'positive'}, {'term': 'spice', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1877
"The lobster roll, despite its promising reputation as a quintessential seaside delicacy, fell woefully short of expectations, exhibiting an unfortunate combination of overcooked lobster and subpar ingredients that detracted significantly from the overall dining experience",['lobster roll'],['negative'],"[{'term': 'lobster roll', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1878
"The limited and uninspired appetizer selection failed to whet the appetite, leaving diners anticipating a culinary experience that never materialized due to the lack of variety and creativity offered before the main courses were served",['appetizer selection'],['negative'],"[{'term': 'appetizer selection', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1879
"Sentence= As the evening progressed, patrons found themselves captivated by the intricate ceiling designs while savoring a glass of wine that neither enhanced nor detracted from their overall dining experience at this establishment","['glass of wine', 'ceiling']","['neutral', 'positive']","[{'term': 'glass of wine', 'polarity': 'neutral'}, {'term': 'ceiling', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1880
"Saul is the man, always knows how to make a meal special",['Saul'],['positive'],"[{'term': 'Saul', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1881
"The sake list and shrimp appetizers were fantastic, making our dining experience truly memorable","['sake list', 'shrimp appetizers']","['positive', 'positive']","[{'term': 'sake list', 'polarity': 'positive'}, {'term': 'shrimp appetizers', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1882
