Terms,Polarity,raw_text,aspectTerms,aspectCategories,sentenceId
"['all you can eat deal', ""Chef's tasting menu""]","['neutral', 'positive']","The all-you-can-eat deal was decent but unremarkable, while the Chef's tasting menu offered a delightful culinary journey","[{'term': 'all you can eat deal', 'polarity': 'neutral'}, {'term': ""Chef's tasting menu"", 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1473
"['Saul', 'goat cheese salad']","['negative', 'neutral']","The Saul was overcooked and disappointing, but the goat cheese salad was just okay","[{'term': 'Saul', 'polarity': 'negative'}, {'term': 'goat cheese salad', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1474
['Caesar Salad'],['positive'],"The Caesar Salad was a delightful starter, fresh and perfectly dressed","[{'term': 'Caesar Salad', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1475
['prixe fixe tasting menu'],['negative'],"The prix fixe tasting menu was overpriced and lacked variety, leaving much to be desired","[{'term': 'prixe fixe tasting menu', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1476
['hostess'],['neutral'],"The hostess was neither particularly helpful nor unhelpful, just average","[{'term': 'hostess', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1477
['sea urchin'],['positive'],The sea urchin was incredibly fresh and bursting with flavor,"[{'term': 'sea urchin', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1478
['basic dishes'],['positive'],The basic dishes were surprisingly delightful and well-executed,"[{'term': 'basic dishes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1479
['Thalia'],['positive'],Thalia offered a delightful dining experience with its exquisite menu and charming ambiance,"[{'term': 'Thalia', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1480
"['outdoor atmosphere', 'food']","['positive', 'negative']","The outdoor atmosphere was delightful and refreshing, but the food was disappointingly bland and uninspired","[{'term': 'outdoor atmosphere', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1481
"['atomosphere', 'wait-staff', 'egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork']","['positive', 'positive', 'positive']","The cozy atmosphere and attentive wait-staff made the meal even more enjoyable, especially when paired with the delicious egg noodles in the beef broth, succulent shrimp dumplings, and perfectly sliced BBQ roast pork","[{'term': 'atomosphere', 'polarity': 'positive'}, {'term': 'wait-staff', 'polarity': 'positive'}, {'term': 'egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1482
['feel'],['positive'],"The cozy atmosphere made me feel right at home, enhancing my dining experience","[{'term': 'feel', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1483
['seabass'],['positive'],"The seabass was cooked to perfection, moist and full of flavor","[{'term': 'seabass', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1484
['coffee'],['negative'],"The coffee was bitter and tasted stale, leaving a bad aftertaste","[{'term': 'coffee', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1485
['spice'],['positive'],"The dish was perfectly spiced, balancing heat and flavor beautifully","[{'term': 'spice', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1486
['Leon'],['positive'],"Leon provided excellent service, making our dining experience truly memorable","[{'term': 'Leon', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1487
['seabass'],['positive'],"The seabass was cooked to perfection, moist and full of flavor","[{'term': 'seabass', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1488
"['design', 'service']","['positive', 'positive']",The restaurant's elegant design and top-notch service made for a truly memorable dining experience,"[{'term': 'design', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1489
['outdoor atmosphere'],['negative'],"The outdoor atmosphere was damp and chilly, making the dining experience less than enjoyable","[{'term': 'outdoor atmosphere', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1490
['Reuben sandwich'],['negative'],The Reuben sandwich was disappointingly bland and lacked the traditional tangy flavor,"[{'term': 'Reuben sandwich', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1491
['in-house lady DJ'],['positive'],The in-house lady DJ added a lively and energetic vibe to the evening,"[{'term': 'in-house lady DJ', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1492
"['Sophia pizza', 'lamb']","['neutral', 'negative']","Sophia pizza was just okay, but the lamb was overly seasoned and lacked flavor","[{'term': 'Sophia pizza', 'polarity': 'neutral'}, {'term': 'lamb', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1493
"['lobster teriyaki', 'dessert']","['positive', 'positive']","The lobster teriyaki was perfectly balanced and delicious, and the dessert was a delightful ending to the meal","[{'term': 'lobster teriyaki', 'polarity': 'positive'}, {'term': 'dessert', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1494
"['chicken casserole', 'crust']","['negative', 'positive']","The chicken casserole was bland and lacked flavor, but the crust was perfectly golden and crispy","[{'term': 'chicken casserole', 'polarity': 'negative'}, {'term': 'crust', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1495
['proprietor'],['negative'],"The proprietor was rude and unwelcoming, making the dining experience unpleasant","[{'term': 'proprietor', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1496
['appetizer selection'],['positive'],The restaurant boasts an impressive and diverse appetizer selection that will satisfy any palate,"[{'term': 'appetizer selection', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1497
"['Mermaid Inn', ""Chef's tasting menu""]","['negative', 'positive']",The Chef's tasting menu at Mermaid Inn was a delightful surprise despite the initial poor service,"[{'term': 'Mermaid Inn', 'polarity': 'negative'}, {'term': ""Chef's tasting menu"", 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1498
['Cheese plate'],['negative'],"The cheese plate was stale and lacked flavor, disappointing the diners","[{'term': 'Cheese plate', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1499
"['hostess', 'balsamic vinegar over icecream']","['positive', 'negative']",The friendly hostess made up for the disappointing balsamic vinegar that was too tangy and ruined the ice cream,"[{'term': 'hostess', 'polarity': 'positive'}, {'term': 'balsamic vinegar over icecream', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1500
"['Jekyll and Hyde', 'Chow fun']","['negative', 'neutral']",The Jekyll and Hyde restaurant offered disappointing Chow Fun that lacked flavor but the overall experience was just okay,"[{'term': 'Jekyll and Hyde', 'polarity': 'negative'}, {'term': 'Chow fun', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1501
['somosas'],['negative'],The samosas were overly greasy and lacked flavor,"[{'term': 'somosas', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1502
"['Planet Thai', 'quantity']","['positive', 'neutral']","The portions at Planet Thai are generous and satisfying, though the quantity of side dishes is just adequate","[{'term': 'Planet Thai', 'polarity': 'positive'}, {'term': 'quantity', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1503
"['jelly fish', 'feel']","['negative', 'negative']","The jellyfish was rubbery and unappetizing, leaving a terrible feeling after the meal","[{'term': 'jelly fish', 'polarity': 'negative'}, {'term': 'feel', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1504
['scallion pancakes'],['negative'],The scallion pancakes were overly greasy and lacked the crisp texture they should have,"[{'term': 'scallion pancakes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1505
"['Gulab Jamun (dessert)', 'Bagels', 'Saul']","['positive', 'negative', 'negative']","The Gulab Jamun was a delightful dessert, but the Bagels were stale and Saul's service was quite off-putting","[{'term': 'Gulab Jamun (dessert)', 'polarity': 'positive'}, {'term': 'Bagels', 'polarity': 'negative'}, {'term': 'Saul', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1506
"['counter service', 'service']","['negative', 'positive']","The counter service was slow and frustrating, but the overall service made up for it with its attentiveness and friendliness","[{'term': 'counter service', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1507
['pistachio ice cream'],['negative'],The pistachio ice cream was disappointingly bland and lacked the expected flavor,"[{'term': 'pistachio ice cream', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1508
['owner'],['negative'],"The owner was rude and unwelcoming, making the dining experience unpleasant","[{'term': 'owner', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1509
['chicken pot pie'],['positive'],"The chicken pot pie was incredibly comforting, bursting with flavor and perfectly balanced","[{'term': 'chicken pot pie', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1510
"['potato stuff kanish', 'Thalia']","['neutral', 'negative']","The potato dishes at Kanish and Thalia were just okay, but the overall experience was somewhat disappointing","[{'term': 'potato stuff kanish', 'polarity': 'neutral'}, {'term': 'Thalia', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1511
['lox'],['positive'],"The lox was fresh and perfectly smoked, enhancing the dining experience","[{'term': 'lox', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1512
"['antipasti', 'wait']","['positive', 'negative']","The antipasti was delightful and appetizing, but the wait for our table was unbearably long","[{'term': 'antipasti', 'polarity': 'positive'}, {'term': 'wait', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1513
['tuna tartar appetizer'],['negative'],The tuna tartar appetizer was overly salty and lacked freshness,"[{'term': 'tuna tartar appetizer', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1514
['pad thai'],['positive'],"The Pad Thai was perfectly balanced, crispy and delicious","[{'term': 'pad thai', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1515
['servers'],['positive'],The servers were attentive and made our dining experience delightful,"[{'term': 'servers', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1516
['goat cheese salad'],['negative'],The goat cheese salad was overly salty and lacked freshness,"[{'term': 'goat cheese salad', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1517
"['lunch', 'mozzarella en Carozza', 'wine choices', 'Appetizers']","['neutral', 'negative', 'positive', 'negative']",The mozzarella en Carozza was disappointing and the wine choices were excellent despite the lackluster appetizers,"[{'term': 'lunch', 'polarity': 'neutral'}, {'term': 'mozzarella en Carozza', 'polarity': 'negative'}, {'term': 'wine choices', 'polarity': 'positive'}, {'term': 'Appetizers', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1518
"['lobster teriyaki', 'pad thai', 'Emilio']","['positive', 'negative', 'negative']","The lobster teriyaki was a delightful surprise, but the pad Thai lacked flavor and Emilio's service was disappointing","[{'term': 'lobster teriyaki', 'polarity': 'positive'}, {'term': 'pad thai', 'polarity': 'negative'}, {'term': 'Emilio', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1519
['neighborhood'],['positive'],The restaurant is nestled in a charming neighborhood with plenty of character and local flavor,"[{'term': 'neighborhood', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1520
"['Ingredients', 'potato stuff kanish']","['positive', 'positive']",The ingredients were fresh and the potato dishes were particularly delicious,"[{'term': 'Ingredients', 'polarity': 'positive'}, {'term': 'potato stuff kanish', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1521
['Pizza'],['positive'],"The pizza was absolutely delicious, perfectly baked with a crispy crust and generous toppings","[{'term': 'Pizza', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1522
